,GVKEY,Company,trimmed_company_name,Company_Handles,name,bio,join_date,tweets,following,followers,likes,media,private,verified
15,1913,AVERY DENNISON CORP,avery dennison,AveryDennison,Avery Dennison,We are a global materials science company specializing in the design and manufacture of a wide variety of labeling and functional materials.,13-07-2010,6161.0,5696.0,153474.0,4935.0,3491.0,False,True
16,1920,AVON PRODUCTS,avon products,AvonInsider,Avon USA,"Make Life Beautiful.
#NoAnimalTesting 🐇",23-02-2009,20064.0,887.0,124215.0,24768.0,4936.0,False,True
17,2136,VERIZON COMMUNICATIONS INC,verizonmmunications,verizon,Verizon,The 5G America's been waiting for. #5GBuiltRight,24-07-2009,136165.0,555.0,1669206.0,19672.0,9015.0,False,True
18,2154,BEMIS CO INC,bemis,maxbemis,Max Bemis,Tweets by Management               https://t.co/TVQCsBDrQN,22-05-2009,20161.0,2909.0,59079.0,2185.0,532.0,False,True
19,2176,BERKSHIRE HATHAWAY,berkshire hathaway,WarrenBuffett,Warren Buffett,Chairman and CEO of Berkshire Hathaway,19-04-2013,10.0,0.0,1705815.0,0.0,3.0,False,True
20,2184,BEST BUY CO INC,best buy,bestbuy,Best Buy,Let’s talk about what’s possible. Share your best tech with the world using @BestBuy.   Contact @BestBuySupport with customer service questions.,19-11-2008,57897.0,85.0,1138129.0,27181.0,3953.0,False,True
21,2255,BLACK & DECKER CORP,black & decker,blackanddecker,BLACK+DECKER,Tackling that to-do list? You Got This. BLACK+DECKER helps you keep up with life.,16-09-2009,6208.0,1718.0,45813.0,2646.0,1142.0,False,True
22,2269,BLOCK H & R INC,block h & r,hrblock,H&R Block,"Tax prep doesn’t have to be hard. At H&R Block, we have many filing options to make it easy for you. Professional tax prep with or without the office visit.",27-11-2007,31711.0,6684.0,38199.0,3478.0,2569.0,False,True
23,2285,BOEING CO,boeing,boeing,The Boeing Company,"Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.",18-03-2009,5365.0,237.0,605066.0,793.0,985.0,False,True
24,2290,OFFICEMAX INC,officemax,OfficeMax,OfficeMax Inc.,"For all customer inquiries, please go to @officedepot.",17-02-2009,6027.0,2401.0,29690.0,224.0,616.0,False,True
25,2312,ROBERT HALF INTL INC,robert half intl,roberthalf,Robert Half,Robert Half is the world’s first and largest specialized staffing firm.,07-10-2008,11807.0,9274.0,24001.0,14440.0,4608.0,False,True
26,2403,BRISTOL-MYERS SQUIBB CO,bristol-myers squibb,bmsnews,Bristol Myers Squibb,Global Specialty Care BioPharma,21-04-2009,7414.0,1114.0,148826.0,1115.0,3507.0,False,True
27,2435,BROWN FORMAN CORP,brown forman,BrownForman,Brown-Forman,Please Drink Responsibly. Legal drinking age only. Don't share with anyone underage. https://t.co/bgrPwujH2G ©2021 Brown-Forman. All rights reserved.,23-05-2018,1690.0,37.0,1118.0,943.0,1500.0,False,True
28,2547,CIGNA CORP,cigna,cigna,Cigna,"Community that highlights what Cigna is doing around the globe to help improve the health, well-being, and peace of mind of those we serve.",04-05-2009,25730.0,2312.0,50350.0,4328.0,7344.0,False,True
29,2663,CAMPBELL SOUP CO,campbell soup,CampbellSoupCo,Campbell Soup Co,We're proud of what we bring to the table: Real food that matters for life's moments. Visit @CampbellCares for help.,01-05-2009,6814.0,61.0,92132.0,2257.0,1694.0,False,True
30,2710,CONSTELLATION BRANDS,constellation brands,cbrands,Constellation Brands,Constellation is a leading international producer and marketer of high-end beer and premium wine and spirits brands that are #WorthReachingFor.,17-08-2017,851.0,303.0,37768.0,75.0,520.0,False,True
31,2751,CARDINAL HEALTH INC,cardinal health,cardinalhealth,Cardinal Health,"The news handle for Cardinal Health on Twitter, providing up-to-date info and announcements from the public relations team. Twitter disclaimer below.",22-02-2011,4496.0,1269.0,16572.0,3596.0,1186.0,False,True
32,2817,CATERPILLAR INC,caterpillar,caterpillarinc,CaterpillarInc,"For more than 90 years, Caterpillar Inc. has been making sustainable progress possible and driving positive change on every continent.",12-06-2008,12403.0,244.0,138322.0,1267.0,5797.0,False,True
33,2884,CENTURYLINK INC,centurylink,centurylink,CenturyLink,Transforming lives and businesses through innovative technology solutions. Follow along. Customer support available @CenturyLinkHelp.,02-06-2009,10237.0,449.0,39255.0,3474.0,3045.0,False,True
34,2968,JPMORGAN CHASE & CO,jpmorgan chase &,jpmorgan,J.P. Morgan,"Official account for the latest company news and updates from Asset Management, Private Banking, Commercial Banking, and the Corporate and Investment Bank.",07-02-2013,7376.0,48.0,551200.0,481.0,2308.0,False,True
35,2991,CHEVRON CORP,chevron,chevron,Chevron,"our greatest resource is our people. their ingenuity & creativity have met the complex challenges of energy’s past. together, we’ll take on the future.",16-02-2009,15950.0,261.0,374512.0,475.0,2080.0,False,True
36,3024,CHUBB CORP,chubb,chubb,Chubb,Chubb is the world’s largest publicly traded property and casualty insurer.,12-05-2009,4933.0,806.0,27576.0,502.0,2350.0,False,True
37,3105,IHEARTMEDIA INC,iheartmedia,iheartmedia,iHeartMedia,"iHeartMedia, Inc. is one of the leading global media and entertainment companies. For more company information visit http://t.co/34j8b9xuRq.",09-12-2009,1762.0,836.0,22863.0,465.0,385.0,False,True
38,3121,CLOROX CO/DE,clorox/de,clorox,Clorox,"Clean is just the beginning. 
What comes next is everything.",22-09-2009,20749.0,5189.0,106518.0,4176.0,651.0,False,True
39,3144,COCA-COLA CO,coca-cola,CocaCola,Coca-Cola,This holiday season #ShareACoke with the people who lift you up all year long.,26-03-2009,282287.0,59563.0,3317768.0,23559.0,114487.0,False,True
40,3170,COLGATE-PALMOLIVE CO,colgate-palmolive,CP_News,Colgate-Palmolive,Welcome to the official home for Colgate-Palmolive news. #WeAreColgate,01-04-2010,3544.0,643.0,34893.0,1546.0,766.0,False,True
41,3221,AON PLC,aon plc,Aon_plc,Aon,"Aon plc (NYSE:AON) is a leading global professional services firm providing a broad range of #risk, #retirement and #health solutions.",27-02-2009,4511.0,1257.0,38870.0,559.0,1128.0,False,True
42,3226,COMCAST CORP,comcast,comcast,Comcast,Shaping the future at the intersection of media & technology.,13-11-2009,68251.0,0.0,177243.0,6298.0,2768.0,False,True
43,3243,CITIGROUP INC,citigroup,citi,Citi,Serving as a trusted partner to our clients by responsibly providing financial services that enable growth & economic progress. Customer service: @AskCiti,02-10-2009,18395.0,352.0,913062.0,2676.0,3196.0,False,True
44,3336,DXC TECHNOLOGY CO,dxc technology,DXCTechnology,DXC Technology,We help our customers across the entire enterprise tech stack with differentiated industry solutions. Connect with our award-winning teams across the world.,05-06-2012,21989.0,11955.0,33044.0,10655.0,12801.0,False,True
45,3362,CONAGRA BRANDS INC,conagra brands,conagrabrands,Conagra Brands,"Conagra Brands is one of North America’s leading branded food companies. To view our portfolio of brands, visit https://t.co/UsA2WOi5zZ.",24-11-2009,9611.0,854.0,22833.0,5456.0,1068.0,False,True
46,3413,CONSOLIDATED EDISON INC,consolidated edison,conedison,Con Edison,Official Twitter handle for Con Edison. For gas odors leave area & call 911. Report power issues at https://t.co/lVVABPWFeG. Contact us at 1-800-75-CONED.,06-02-2009,31270.0,3441.0,41687.0,2932.0,1439.0,False,True
47,3505,MOLSON COORS BEVERAGE CO,molsonors beverage,molsoncoors,Molson Coors Beverage Company,"Brewing beverages that unite people for more than two centuries.

Only for 21+. Drink Responsibly. PRIV: https://t.co/KfLPjXDQXM T&C: https://t.co/nlJx8PedPo. 800-645-5376.",20-12-2011,9775.0,2564.0,33478.0,7821.0,4510.0,False,True
48,3532,CORNING INC,corning,corning,Corning Incorporated,"Official Twitter of Corning Incorporated; materials science innovator & leader in specialty glass, ceramics & optical physics. Terms: https://t.co/UgtAnA12pG",13-08-2009,7827.0,709.0,30360.0,2448.0,2975.0,False,True
49,3650,CUMMINS INC,cummins,Cummins,Cummins Inc.,"We live in an Always On world that stands at the gateway of a more sustainable future. At Cummins, we're inventing the technology that will take us there.",03-11-2009,3866.0,474.0,124079.0,3208.0,672.0,False,True
50,3835,DEERE & CO,deere &,johndeere,John Deere,Nothing runs like a Deere,07-01-2009,11127.0,224.0,193874.0,5982.0,3790.0,False,True
51,3851,DELTA AIR LINES INC,delta air lines,delta,Delta,"Caring for you is our top priority. For the most up to date information on how we’re responding to COVID-19, visit: https://t.co/l5WcWVfLXl",10-05-2007,1125774.0,39090.0,1593247.0,3350.0,2231.0,False,True
52,3897,DTE ENERGY CO,dte energy,dte_energy,DTE_Energy,Providing breaking news and tips from Michigan’s largest electric and gas company. Got a question? Message us from 8am-11pm seven days a week.,14-07-2009,28226.0,1576.0,26594.0,5032.0,5594.0,False,True
53,3905,ADTALEM GLOBAL EDUCATION INC,adtalem global education,adtalemglobal,Adtalem Global,"We empower students and professionals to achieve their goals, find success and make inspiring contributions to our global community.",25-05-2011,3901.0,569.0,2461.0,2155.0,706.0,False,True
54,3964,DILLARDS INC  -CL A,dillards  -cl a,Dillards,Dillard's,Official Dillard's Twitter,05-08-2009,4913.0,304.0,29306.0,1645.0,1375.0,False,True
55,4029,DOMINION ENERGY INC,dominion energy,dominionenergy,Dominion Energy,"Sharing the latest news, info & updates about Dominion Energy. Customers can report outages at https://t.co/PplRNyVKiK. If you suspect an emergency, call 911.",15-10-2009,36177.0,3737.0,62487.0,8772.0,1507.0,False,True
56,4058,DOVER CORP,dover,DoverAthletic,Dover Athletic FC,"Official Dover Athletic Football Club twitter feed. Follow @DAFCLiveText for match updates, DoverAthleticFC on Facebook and doverathleticfc on Instagram.",17-12-2009,14408.0,31.0,23134.0,1719.0,3321.0,False,True
57,4060,DUPONT DE NEMOURS INC,dupont de nemours,dupont_news,DuPont,"For over 200 years DuPont has been innovating around you, reinventing itself to bring technology-driven solutions to customers worldwide. Invent a better now.",12-03-2009,23760.0,229.0,66797.0,650.0,1929.0,False,True
58,4093,DUKE ENERGY CORP,duke energy,DukeEnergy,Duke Energy,Follow us for all the latest news about Duke Energy. Customers can report outages at https://t.co/gXdbzJZkPs. If you suspect an emergency please call 911.,09-10-2009,43586.0,2693.0,110888.0,13813.0,4481.0,False,True
59,4094,DUN & BRADSTREET CORP,dun & bradstreet,DunBradstreet,Dun & Bradstreet,Official Dun & Bradstreet Twitter. Our #DNBDataCloud delivers #data & insights to help our clients grow and thrive.,05-10-2010,28507.0,3592.0,19871.0,4350.0,2977.0,False,True
60,4145,PERKINELMER INC,perkinelmer,perkinelmer,PerkinElmer,"Stay informed with news, insights, trends and ways we are making an impact across the diagnostics, life sciences, food and applied markets.",01-04-2010,5951.0,1099.0,47444.0,1090.0,2877.0,False,True
61,4194,EASTMAN KODAK CO,eastman kodak,kodak,Kodak,Enabling creativity since 1880. ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀,13-04-2010,7150.0,515.0,56219.0,8518.0,2043.0,False,True
62,4213,ECOLAB INC,ecolab,Ecolab,Ecolab,"Ecolab is the global leader in water, hygiene and infection prevention solutions - helping businesses succeed while protecting people and vital resources.",11-02-2011,4322.0,1092.0,18755.0,1723.0,1336.0,False,True
63,4242,EL PASO CORP,el paso,ElPasoTXGov,City of El Paso,Visit https://t.co/W5CPHX2qib to view the City of El Paso's Social Media Policy.,16-04-2012,8940.0,126.0,39589.0,1715.0,4087.0,False,True
64,4321,EMERSON ELECTRIC CO,emerson electric,Emerson_news,Emerson,"Where technology and engineering come together to create global solutions, driven without compromise for a world in action.
https://t.co/A6haet3XRx",03-08-2009,3132.0,732.0,18941.0,739.0,900.0,False,True
65,4367,WEATHERFORD INTL PLC,weatherford intl plc,WeatherfordCorp,Weatherford,"Weatherford is one of the largest multinational oilfield service companies, delivering innovative technologies and services worldwide.",07-01-2011,2935.0,1228.0,35653.0,392.0,1220.0,False,True
66,4383,ATMOS ENERGY CORP,atmos energy,atmosenergy,atmosenergy,"This account is not monitored 24/7. If you smell natural gas or suspect gas leak, leave the area immediately and call our 24/7 emergency line: 866.322.8667.",09-04-2009,6719.0,2194.0,4991.0,2900.0,1781.0,False,True
67,4423,EQUIFAX INC,equifax,Equifax,Equifax Inc.,"Equifax is a global information solutions company that uses unique data, analytics, tech & expertise to power organizations and individuals around the world.",18-03-2011,7613.0,1883.0,20776.0,99.0,188.0,False,True
68,4503,EXXON MOBIL CORP,exxon mobil,exxonmobil,ExxonMobil,The official Twitter page of Exxon Mobil Corporation. Continue the conversation at https://t.co/Kjb8fyf88V. Direct all inquiries to http://t.co/INDDcFZK8u.,30-04-2009,7076.0,278.0,325585.0,361.0,2367.0,False,True
69,4517,NEXTERA ENERGY INC,nextera energy,nexteraenergy,"NextEra Energy, Inc.","Leading clean energy company ranked No. 1 in the electric and gas utilities industry on Fortune’s 2019 list of “World’s Most Admired Companies.""",02-12-2009,189.0,3.0,3962.0,2.0,122.0,False,True
70,4560,FAMILY DOLLAR STORES,family dollar stores,myfamilydollar,Family Dollar,"Welcome to the official Twitter account of Family Dollar, your home for savings on the products you love…all in 280 characters or less!",17-05-2010,8634.0,615.0,46574.0,3895.0,2046.0,False,True
71,4598,FEDEX CORP,fedex,FedEx,FedEx,Connecting people and possibilities around the world. Looking for help? Tweet @FedExHelp.,19-04-2010,21820.0,17337.0,310037.0,16552.0,5248.0,False,True
72,4611,MACY'S INC,macy's,macys,Macy's,Must-have fashion & exciting events. Share your fave finds with #macyslove. Need help? DM us.,25-06-2009,127778.0,1146.0,913120.0,9437.0,5301.0,False,True
73,4640,FIFTH THIRD BANCORP,fifth third bancorp,FifthThird,Fifth Third Bank,"We’re here to support your banking needs. Visit https://t.co/GZrBD5oIqE for tips and support. Fifth Third Bank, N.A. Member FDIC.",27-12-2010,26949.0,290.0,38266.0,8194.0,1757.0,False,True
74,4674,REGIONS FINANCIAL CORP,regions financial,askregions,Regions Bank,"We will respond to tweets Monday-Friday between 8am-5pm CT, and Saturday 8am-12pm.",31-10-2011,50573.0,287.0,23037.0,8129.0,1630.0,False,True
75,4699,M & T BANK CORP,m & t bank,mandt_bank,M&T Bank,"The official channel for news, community updates and helpful information from M&T Bank. For customer support Mon-Fri 8am-4:30pm EST, tweet @MandT_Help.",14-10-2009,3880.0,1590.0,11233.0,1599.0,1236.0,False,True
76,4723,U S BANCORP,u s bancorp,usbank,U.S. Bank,"Official account of U.S. Bank NA. Member FDIC. Equal Housing Lender. For banking help, tweet @askusbank.",24-07-2008,28971.0,1262.0,41816.0,5264.0,1402.0,False,True
77,4839,FORD MOTOR CO,ford motor,ford,Ford Motor Company,We build the most beloved truck on the road. The most iconic American sports car. And the SUV most people think of when they think of an SUV.,31-07-2008,48408.0,6.0,1275791.0,12140.0,17035.0,False,True
78,4885,FRANKLIN RESOURCES INC,franklin resources,FTI_US,Franklin Templeton,Official Franklin Templeton account. For US investors only. Follow us for global investment perspectives.,18-07-2011,9405.0,264.0,98083.0,5.0,2704.0,False,True
79,4988,TEGNA INC,tegna,tegna,TEGNA,"Our purpose is to serve the greater good of our communities – through empowering stories, impactful investigations and innovative marketing services.",22-04-2009,5190.0,1194.0,7866.0,8813.0,2696.0,False,True
80,4990,GAP INC,gap,gap,Gap,Optimistic American style.,29-12-2008,37665.0,1484.0,630959.0,5981.0,3976.0,False,True
81,5046,GENERAL DYNAMICS CORP,general dynamics,GDMS,General Dynamics Mission Systems,"We develop mission critical solutions for those that lead, serve and protect the world we live in. #PlatformsSmarter | We're hiring, follow: @GDMS_Careers",06-09-2012,3182.0,1980.0,39316.0,6239.0,951.0,False,True
82,5047,GENERAL ELECTRIC CO,general electric,generalelectric,General Electric,"Every minute of every day, GE rises to the challenge of building a world that works.",16-03-2011,84271.0,13304.0,451951.0,1786.0,4761.0,False,True
83,5071,GENERAL MILLS INC,general mills,generalmills,General Mills,"News/information from General Mills. Learn more at https://t.co/K7ale2Yhbq, https://t.co/brNL7A0kV1 and https://t.co/Q8ZoS4kQLA",11-04-2011,20837.0,39.0,99555.0,7856.0,3856.0,False,True
84,5073,GENERAL MOTORS CO,general motors,gm,General Motors,"We’re on a journey to create a world with zero crashes, zero emissions and zero congestion. See how we’ll get there. Privacy Statement: https://t.co/u3I3TbTZSR",04-12-2007,17220.0,6123.0,754303.0,2232.0,2370.0,False,True
85,5234,GOODYEAR TIRE & RUBBER CO,goodyear tire & rubber,Goodyear,Goodyear,The official Goodyear Tire & Rubber Co Twitter account affiliated with @GoodyearBlimp and @GoodyearRacing. Wishing you all a #Goodyear.,08-07-2013,1977.0,470.0,37488.0,4562.0,849.0,False,True
86,5256,GRAINGER (W W) INC,grainger (w w),grainger,Grainger,Grainger is here for you—the hard-working people who keep facilities running and workers working day and night.,14-06-2010,9574.0,1214.0,26449.0,2421.0,2153.0,False,True
87,5439,HALLIBURTON CO,halliburton,halliburton,Halliburton,One of the world's largest providers of products and services to the energy industry.,26-04-2011,2299.0,105.0,59581.0,20.0,1142.0,False,True
88,5518,HASBRO INC,hasbro,hasbro,Hasbro,Creating the world's best play and entertainment experiences.,30-09-2009,12606.0,577.0,163432.0,3742.0,2579.0,False,True
89,5568,KRAFT HEINZ CO,kraft heinz,KraftHeinzCo,The Kraft Heinz Company,News & information from #HereAtKraftHeinz,16-02-2010,2336.0,57.0,19369.0,1146.0,147.0,False,True
90,5589,HERCULES INC,hercules,cfhercules,Hércules CF Oficial,Bienvenidos al Twitter oficial del Hércules de Alicante C.F. Síguenos también en Facebook https://t.co/AGcSuErNmP,16-11-2010,31771.0,190.0,78228.0,177.0,10385.0,False,True
91,5597,HERSHEY CO,hershey,hersheys,HERSHEY'S,We’re here to bring people together through the power of chocolate. #heartwarmingtheworld,18-05-2011,20810.0,5256.0,254912.0,4354.0,2975.0,False,True
92,5606,HP INC,hp,HP,HP,"Engineering experiences that amaze. We create technology with a purpose: to make life better for everyone, everywhere. #KeepReinventing.",05-11-2008,38404.0,2524.0,1094861.0,8611.0,3685.0,False,True
93,5643,HILTON WORLDWIDE HOLDINGS,hilton worldwide holdings,Hilton,Hilton,"Wherever you #travel, we’ll meet you there with a global portfolio of hotels you can count on. #HiltonMemories",29-04-2009,79755.0,842.0,13793.0,674.0,997.0,False,True
94,5680,HOME DEPOT INC,home depot,HomeDepot,The Home Depot,Helping doers in their home improvement projects. Visit @HDCares for Customer Care support.,15-05-2008,23376.0,30892.0,404280.0,2921.0,4049.0,False,True
