CEO Name,Company,GVKEY,EXECID,YEAR,trimmed_company_name,Company_Handles,small_username,id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,profile_image_url,background_image
Paul T. Hanrahan,AES CORP (THE),24216,20985,2007,aes corp (the),AesProductions,aesproductions,,,,,,,,,,,,,,,,,
Robert John Genader,AMBAC FINANCIAL GROUP INC,24287,13207,2007,ambac financial group,,,,,,,,,,,,,,,,,,,
Rodney Cyril Sacks,MONSTER BEVERAGE CORP,24316,28838,2007,monster beverage,MonsterEnergy,monsterenergy,,,,,,,,,,,,,,,,,
Brian Michael O'Hara,XL GROUP LTD,24318,22444,2007,xl group,xlholdinggroup,xlholdinggroup,3219052369,XL Holding Group,xlholdinggroup,"Total Material Solution to Office and Data Center！ 
Value: Honesty | Openness | Collaboration | Profession | Focus On Sustainable Profitable Growth | Innovation",,http://t.co/RDciSXHQB5,18-05-2015,05:57:04 UTC,210,29,9,2,184,FALSE,FALSE,https://pbs.twimg.com/profile_images/725957151290617857/np4fUQ8A_normal.jpg,https://pbs.twimg.com/profile_banners/3219052369/1463376688
Joshua S. Boger,VERTEX PHARMACEUTICALS INC,24344,7518,2007,vertex pharmaceuticals,vertexpharma,vertexpharma,17542775,Vertex,VertexPharma,The official Twitter channel dedicated to media announcements & investor communications from Vertex. https://t.co/sZ4ylSrJeU,Global,https://t.co/IVPVDTMDZy,21-11-2008,18:52:48 UTC,2868,87,65316,1053,1022,FALSE,TRUE,https://pbs.twimg.com/profile_images/1145635625267269632/9rVDxZZz_normal.png,https://pbs.twimg.com/profile_banners/17542775/1591368787
Curt Steven Culver,MGIC INVESTMENT CORP/WI,24379,10623,2007,mgic investment,mgic,mgic,204468482,MGIC,MGIC,"As the premier provider of private #mortgage insurance (#PrivateMI) MGIC is committed to helping our customers. Get education tips, trends & more. #WeAreMGIC","Milwaukee, WI",https://t.co/2JUe3hxPvJ,18-10-2010,19:24:25 UTC,3864,111,2123,4995,581,FALSE,FALSE,https://pbs.twimg.com/profile_images/989541514614276097/tABNkLH5_normal.jpg,https://pbs.twimg.com/profile_banners/204468482/1514910508
James C. Mullen,BIOGEN INC,24468,13278,2007,biogen,biogen,biogen,155650832,Biogen,biogen,Official Twitter channel for Biogen. Focused on cutting-edge science and medicine. Community guidelines: http://t.co/Y0FFAiHjRU,"Cambridge, MA",http://t.co/AAqEWvMlH2,14-06-2010,18:40:14 UTC,4855,253,36131,912,1741,FALSE,TRUE,https://pbs.twimg.com/profile_images/1282790799143579650/DOojGD9v_normal.jpg,https://pbs.twimg.com/profile_banners/155650832/1595359233
Daniel H. Schulman,PAYPAL HOLDINGS INC,24616,22147,2014,paypal holdings,paypal,paypal,,,,,,,,,,,,,,,TRUE,,
Milton Cooper,KIMCO REALTY CORP,24731,533,2007,kimco realty,kimcorealty,kimcorealty,122393786,Kimco,kimcorealty,"Kimco Realty ($KIM), a real estate investment trust (REIT), owns & operates one of North America’s largest portfolios of open-air shopping centers. #CRE",,https://t.co/pLJr6L3Xpk,12-03-2010,15:09:41 UTC,2603,895,7663,427,332,FALSE,FALSE,https://pbs.twimg.com/profile_images/935147784843427840/9rROfpok_normal.jpg,https://pbs.twimg.com/profile_banners/122393786/1511790715
Joseph C. Papa,PERRIGO CO PLC,24782,24736,2007,perrigo plc,perrigocompany,perrigocompany,1430592241,Perrigo Company plc,PerrigoCompany,"Official Twitter account for Perrigo Company, a leading global consumer self-care company",Global,http://t.co/bFnPufaM8R,15-05-2013,13:56:53 UTC,624,40,867,50,413,FALSE,FALSE,https://pbs.twimg.com/profile_images/1280502123294265350/v9bCfFxk_normal.jpg,https://pbs.twimg.com/profile_banners/1430592241/1557257822
Paul E. Jacobs,QUALCOMM INC,24800,22816,2007,qualcomm,Qualcomm,qualcomm,84623395,Qualcomm,Qualcomm,"As we unlock 5G, we’re transforming industries, creating jobs, and enriching lives.","San Diego, CA",https://t.co/EC4Td8pwmQ,23-10-2009,15:55:15 UTC,12940,12651,436663,21107,2715,FALSE,TRUE,https://pbs.twimg.com/profile_images/1149752886299172864/t_CBLzIt_normal.png,https://pbs.twimg.com/profile_banners/84623395/1599838586
John C. Martin,GILEAD SCIENCES INC,24856,17643,2007,gilead sciences,GileadSciences,gileadsciences,309728693,Gilead Sciences,GileadSciences,The impossible is not impossible. It’s simply what hasn’t been achieved yet. Twitter guidelines: https://t.co/d5rgWCmRtR.,"Foster City, California",https://t.co/lgMfhUlUMI,02-06-2011,15:32:31 UTC,3447,206,65878,969,1426,FALSE,TRUE,https://pbs.twimg.com/profile_images/1280261729067298817/qO42n2Dm_normal.jpg,https://pbs.twimg.com/profile_banners/309728693/1582833039
John P. Mackey,WHOLE FOODS MARKET INC,24893,7530,2007,whole foods market,WholeFoods,wholefoods,15131310,Whole Foods Market,WholeFoods,"We’re the place to discover new flavors, new favorites and new ideas, whatever those might be. Tag your food obsession of the moment with #MakesMeWhole.","Austin, TX",https://t.co/85xEe2ZD2o,16-06-2008,05:37:58 UTC,258975,488598,4327568,37119,7045,FALSE,TRUE,https://pbs.twimg.com/profile_images/1037450039553978368/iuMg_L3Q_normal.jpg,https://pbs.twimg.com/profile_banners/15131310/1609889464
Brian D. Jellison,ROPER TECHNOLOGIES INC,24925,14340,2007,roper technologies,,,,,,,,,,,,,,,,,,,
Aart J. de Geus,SYNOPSYS INC,24975,14024,2007,synopsys inc,synopsys,synopsys,17427993,Synopsys,synopsys,World leader in EDA. Our technology is used to design almost every chip on earth. We’re here. Let’s talk.,"Mountain View, CA, USA",http://t.co/5TQLiW2Z69,16-11-2008,21:16:24 UTC,4825,2365,17899,360,1750,FALSE,FALSE,https://pbs.twimg.com/profile_images/959597157601878016/bfge93-W_normal.jpg,https://pbs.twimg.com/profile_banners/17427993/1596236881
"Richard D. Parsons, Esq., J.D.",TIME WARNER INC,25056,1873,2007,time warner inc,WarnerMediaGrp,warnermediagrp,,,,,,,,,,,,,,,,,
Jeffrey S. Lorberbaum,MOHAWK INDUSTRIES INC,25119,8449,2007,mohawk industries,MohawkFlooring,mohawkflooring,23118745,Mohawk Flooring,MohawkFlooring,"From fun to fantastic moments, Mohawk carpet, wood, vinyl and tile have all of them covered. More Moments are Made on Mohawk.",,https://t.co/c1HhMAVtQK,06-03-2009,21:07:16 UTC,7546,3841,26602,3282,776,FALSE,FALSE,https://pbs.twimg.com/profile_images/927771722715222016/jirQtc37_normal.jpg,https://pbs.twimg.com/profile_banners/23118745/1509352413
Stephen F. Angel,LINDE PLC,25124,23103,2007,linde plc,Lindeplc,lindeplc,29173469,Linde plc,Lindeplc,Linde is a world leading gases and engineering company working in more than 100 countries worldwide. Imprint: https://t.co/nCOI9jxjGX…,"Guildford, United Kingdom",https://t.co/Fukr7X0vs5,06-04-2009,09:51:08 UTC,3343,1285,13850,1715,814,FALSE,TRUE,https://pbs.twimg.com/profile_images/1102471074242068480/lZypL5P9_normal.png,https://pbs.twimg.com/profile_banners/29173469/1551686537
Henry C. Duques,FIRST DATA CORP,25157,361,2007,first data,FirstData,firstdata,17908435,First Data,FirstData,First Data is now @Fiserv. We’ve united to create a global leader in payments and financial technology. Follow @Fiserv for news and product updates.,Atlanta,https://t.co/4V9BTnra9q,05-12-2008,21:23:13 UTC,22361,2303,33035,14104,3499,FALSE,TRUE,https://pbs.twimg.com/profile_images/1155850084883619840/c3ce9yDs_normal.png,https://pbs.twimg.com/profile_banners/17908435/1579623030
James R. Tobin,BOSTON SCIENTIFIC CORP,25279,1160,2007,boston scientific,bostonsci,bostonsci,214210756,Boston Scientific,bostonsci,"Official news from Boston Scientific, a leading innovator of less invasive medical solutions that transform lives around the world. (NYSE: $BSX)","Boston, MA",https://t.co/nkj7CJkZcV,10-11-2010,21:10:37 UTC,2322,175,33726,831,806,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278339486523559936/ck79FgTG_normal.jpg,https://pbs.twimg.com/profile_banners/214210756/1592920150
R. Lawrence Montgomery,KOHL'S CORP,25283,5361,2007,kohl's corp,kohls,kohls,,,,,,,,,,,,,,,TRUE,,
Steven H. Temares,BED BATH & BEYOND INC,25338,13517,2007,bed bath & beyond,bedbathbeyond,bedbathbeyond,372817561,Bed Bath & Beyond,BedBathBeyond,Welcome to our page where you'll find tips & solutions for your home and beyond. Need help? Send us a message! Share your finds with #bedbathandbeyond.,,https://t.co/gOiC3i7Bs6,13-09-2011,13:38:54 UTC,75662,5286,177003,594,3824,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278762912505409536/LYtmbnxn_normal.jpg,https://pbs.twimg.com/profile_banners/372817561/1609357510
Donald J. Tomnitz,D R HORTON INC,25340,14264,2007,d r horton,DRHorton,drhorton,113137199,D.R. Horton,DRHorton,"Official Twitter of #DRHorton Homes. Founded in 1978 - America's Largest #Home Builder. #HomeIsDRHorton
Questions or concerns? https://t.co/DlnlnmjDHD","Arlington, TX",https://t.co/086pZUfHeC,10-02-2010,20:46:42 UTC,9753,2,15234,4048,2304,FALSE,TRUE,https://pbs.twimg.com/profile_images/1046765888207126528/JPi4cK-Y_normal.jpg,https://pbs.twimg.com/profile_banners/113137199/1610196068
George Paz,EXPRESS SCRIPTS HOLDING CO,25356,11797,2007,express scripts holding,ExpressScripts,expressscripts,42867610,Express Scripts,ExpressScripts,"We’re united with our partners in pursuit of a simpler, more sustainable system and better health for all. For customer service, please use @ExpressRxHelp.","St. Louis, MO",http://t.co/I0VGMw3U,27-05-2009,12:09:19 UTC,6797,1000,22241,2045,948,FALSE,TRUE,https://pbs.twimg.com/profile_images/1040592788520202246/aDxycTNP_normal.jpg,https://pbs.twimg.com/profile_banners/42867610/1536931621
James L. Donald,STARBUCKS CORP,25434,25850,2007,starbucks,StarBucks,starbucks,30973,Starbucks Coffee,Starbucks,"To inspire and nurture the human spirit — one person, one cup and one neighborhood at a time.","Seattle, WA",https://t.co/deNE6AhaAb,29-11-2006,19:19:02 UTC,237424,92587,10958498,21812,2948,FALSE,TRUE,https://pbs.twimg.com/profile_images/1268570190855331841/CiNnNX94_normal.jpg,https://pbs.twimg.com/profile_banners/30973/1609855236
Bruce A. Williamson,DYNEGY INC,25495,24764,2007,dynegy inc,Dynegy,dynegy,430113895,Dynegy,dynegy,"Dynegy's official Twitter account. Powering Our Communities - Dynegy is responsible, transparent, and dynamic.","Houston, TX",http://t.co/iuoGLINEmk,06-12-2011,19:43:32 UTC,279,1496,909,28,36,FALSE,FALSE,https://pbs.twimg.com/profile_images/760296018013401088/WiHUhCj0_normal.jpg,https://pbs.twimg.com/profile_banners/430113895/1470102360
David G. DeWalt,MCAFEE INC,25783,30958,2007,mcafee,officialmcafee,officialmcafee,961445378,John McAfee,officialmcafee,"Iconoclast.
Lover of women, adventure and mystery.
Founder of McAfee Anti-virus",Wherever I am,https://t.co/6IZykpPH55,21-11-2012,00:03:03 UTC,65662,14295,1056672,98501,3997,FALSE,TRUE,https://pbs.twimg.com/profile_images/1068211396712763392/7FxhjlR3_normal.jpg,https://pbs.twimg.com/profile_banners/961445378/1571491578
James W. Wiltz,PATTERSON COS INC,25880,8591,2007,pattersons cos inc,patpatterson_,patpatterson_,,,,,,,,,,,,,,,,,
"Peter Karmanos, Jr.",COMPUWARE CORP,26011,241,2007,compuware corp,compuware,compuware,14296525,"Compuware, a BMC company",compuware,News from The Mainframe Software Partner for the Next 50 Years.,Worldwide,http://t.co/wGxk5vJf4k,03-04-2008,20:22:41 UTC,19189,6569,7671,1267,3582,FALSE,FALSE,https://pbs.twimg.com/profile_images/1267482144974221314/9mq4uYbN_normal.jpg,https://pbs.twimg.com/profile_banners/14296525/1576593136
Barry Diller,IAC/INTERACTIVECORP,26061,795,2007,iac/interactive corp,,,,,,,,,,,,,,,,,,,
Margaret Cushing Whitman,HEWLETT PACKARD ENTERPRISE,26156,5706,2012,hewlett packard enterprise,HPE,hpe,207495308,HPE,HPE,Official Twitter of Hewlett Packard Enterprise. Sharing our passion for technology & innovation.,Global,https://t.co/iNG0BbnaPs,25-10-2010,12:50:54 UTC,16718,1675,71397,5727,6355,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278685511628894210/pFR0YChy_normal.png,https://pbs.twimg.com/profile_banners/207495308/1588945637
"Lawrence B. Prior, III",CSRA INC,26304,34058,2013,csra inc,CSRA,csra,,,,,,,,,,,,,,,,,
"William Howard Lenehan, IV",FOUR CORNERS PROPERTY TR INC,26410,48411,2015,fourrners property tr,,,,,,,,,,,,,,,,,,,
James A. Lico,FORTIVE CORP,26590,31086,2015,fortive corp,tektronix,tektronix,15125577,Tektronix,tektronix,Tektronix is the measurement insight company committed to performance and compelled by possibilities.,"Worldwide (HQ: Beaverton, OR)",https://t.co/agZ6t12M6H,15-06-2008,15:43:56 UTC,3562,908,14053,2732,948,FALSE,FALSE,https://pbs.twimg.com/profile_images/1323376007114420224/QRNFSstF_normal.jpg,https://pbs.twimg.com/profile_banners/15125577/1548690042
Guillermo Novo,VERSUM MATERIALS INC,26709,48327,2015,versum materials,versummaterials,versummaterials,,,,,,,,,,,,,,,,,
D. Michael Wilson,INGEVITY CORP,27119,12114,2014,ingevity corp,ingevity,ingevity,759386233,Ingevity,ingevity,"Ingevity provides specialty chemicals, high-performance carbon materials and engineered polymers that purify, protect, and enhance the world around us.","Charleston, S.C.",http://t.co/7a80R6FzZX,15-08-2012,13:38:08 UTC,598,258,560,138,479,FALSE,FALSE,https://pbs.twimg.com/profile_images/638456590023045120/32gjBC_v_normal.png,https://pbs.twimg.com/profile_banners/759386233/1503273629
R. Bruce McDonald,ADIENT PLC,27333,30588,2016,adient plc,Adient,adient,845236567,Adient,Adient,"Adient is one of the world's largest, most comprehensive automotive seating and components suppliers.",Worldwide,https://t.co/6oOqlNCnjY,25-09-2012,10:02:38 UTC,2599,582,10178,1697,1082,FALSE,TRUE,https://pbs.twimg.com/profile_images/792098521872732160/U221uDc6_normal.jpg,https://pbs.twimg.com/profile_banners/845236567/1571153454
Scott Alan Wolstein,SITE CENTERS CORP,27780,29720,2007,site centers corp,SITE_Centers,site_centers,793984765,SITE Centers,SITE_Centers,SITE Centers owns & manages open-air shopping centers located in convenient neighborhoods across the United States. | NYSE: $SITC | #retail #REITs #CRE,United States,https://t.co/4kRkrXyb6Q,31-08-2012,14:28:05 UTC,3025,1962,33482,411,967,FALSE,FALSE,https://pbs.twimg.com/profile_images/1050692205147553792/BXrU3Pf9_normal.jpg,https://pbs.twimg.com/profile_banners/793984765/1539339532
Aubrey K. McClendon,CHESAPEAKE ENERGY CORP,27786,29794,2007,chesapeake energy,Chesapeake,chesapeake,71323944,Chesapeake Energy,Chesapeake,Chesapeake Energy (NYSE:CHK),"Oklahoma City, OK",https://t.co/63d0j8rE98,03-09-2009,18:33:11 UTC,8207,823,58134,480,535,FALSE,TRUE,https://pbs.twimg.com/profile_images/816334516704919553/aujLH5Zq_normal.jpg,https://pbs.twimg.com/profile_banners/71323944/1483455742
Mark S. Ordan,QUALITY CARE PROPERTIES INC,27800,36322,2016,quality care properties,,,,,,,,,,,,,,,,,,,
Allen Chao,ALLERGAN PLC,27845,8329,2007,allergan plc,allergan,allergan,,,,,,,,,,,,,,,,,
Michael B. McCallister,HUMANA INC,27914,14655,2007,humana,humana,humana,24160942,Humana,Humana,Pursuing our dream of helping people achieve lifelong well-being. To learn more about Humana visit https://t.co/t4fYofD5t6.  Need help? Tweet @HumanaHelp.,,http://t.co/n6DuaSgO02,13-03-2009,12:09:13 UTC,15558,149,44385,5150,2920,FALSE,TRUE,https://pbs.twimg.com/profile_images/2729790994/f0b29f29716ea40f6b2b9041dcaf1152_normal.png,https://pbs.twimg.com/profile_banners/24160942/1507215357
Stephen M. Bennett,INTUIT INC,27928,20241,2007,intuit,Intuit,intuit,1125071,Intuit,Intuit,"Proud makers of @TurboTax, @QuickBooks, and @Mint. We’re a mission-driven, global financial platform company that gives everyone the opportunity to prosper.","Mountain View, CA",https://t.co/BptkXOYyly,13-03-2007,23:41:34 UTC,25138,36135,77306,8784,1624,FALSE,TRUE,https://pbs.twimg.com/profile_images/1268281514891964416/PW1MdxLP_normal.jpg,https://pbs.twimg.com/profile_banners/1125071/1595869548
Stephen Sanghi,MICROCHIP TECHNOLOGY INC,27965,7634,2007,microchip technology,MicrochipTech,microchiptech,16351266,MicrochipTech,MicrochipTech,"8-/16-/32-bit MCUs, analog and Flash-IP solutions. We will be most able to respond to customer questions between the hours of 7 am to 5 pm MST","Chandler, AZ",http://t.co/f9OzXK8sQf,18-09-2008,19:07:39 UTC,17723,372,50340,5655,3525,FALSE,TRUE,https://pbs.twimg.com/profile_images/877263638561570816/lKm4aW1X_normal.jpg,https://pbs.twimg.com/profile_banners/16351266/1518012837
Evan G. Greenberg,CHUBB LTD,28034,14586,2007,chubb,chubb,chubb,39550624,Chubb,Chubb,Chubb is the world’s largest publicly traded property and casualty insurer.,"Zurich, Switzerland",https://t.co/x1xq4hm7o3,12-05-2009,17:40:14 UTC,4933,806,27576,502,2350,FALSE,TRUE,https://pbs.twimg.com/profile_images/1085588488815292416/D16eMyPl_normal.jpg,https://pbs.twimg.com/profile_banners/39550624/1556824039
Erin N. Kane,ADVANSIX INC,28070,50091,2015,advansix inc,,,,,,,,,,,,,,,,,,,
Kosta N. Kartsotis,FOSSIL GROUP INC,28118,17832,2007,fossil group,fossil,fossil,,,,,,,,,,,,,,,TRUE,,
"John L. Bucksbaum, SCSM",BROOKFIELD PROPERTY REIT,28119,33907,2007,brookfield property reit,,,,,,,,,,,,,,,,,,,
Jure Sola,SANMINA CORP,28139,8095,2007,sanmina corp,Sanminacorp,sanminacorp,571213515,Sanmina Corp,SanminaCorp,"What we make, makes a difference. Sanmina creates the world’s most innovative optical, electronic and mechanical products.",,http://t.co/WDBGVGed,04-05-2012,20:35:42 UTC,4784,103,3633,408,736,FALSE,FALSE,https://pbs.twimg.com/profile_images/996500516145434629/hDxT-bol_normal.jpg,https://pbs.twimg.com/profile_banners/571213515/1526419252
Gregory L. Henslee,O'REILLY AUTOMOTIVE INC,28180,19277,2007,o'reilly automotive,oreillyauto,oreillyauto,32516857,O'Reilly Auto Parts,oreillyauto,"Share your #projectcars with us and check in for #DIY tips, advice, and all things O'Reilly Auto. 
#OReillyPowered to be featured.",United States,http://t.co/FsVhKZ494e,17-04-2009,18:43:06 UTC,5713,1338,40695,3112,1459,FALSE,TRUE,https://pbs.twimg.com/profile_images/986646432852488197/z3zuLENg_normal.jpg,https://pbs.twimg.com/profile_banners/32516857/1524070152
Richard D. Fain,ROYAL CARIBBEAN CRUISES LTD,28191,46764,2007,royal caribbean cruises,RoyalCaribbean,royalcaribbean,36144455,Royal Caribbean,RoyalCaribbean,We cruise and we tweet. #ComeSeek Privacy Policy https://t.co/oP3JX1hIXY,"Miami, FL",https://t.co/YZedAGuHAq,28-04-2009,18:43:36 UTC,81507,1261,289355,29538,7397,FALSE,TRUE,https://pbs.twimg.com/profile_images/654689746107543552/0X2tKrRg_normal.jpg,https://pbs.twimg.com/profile_banners/36144455/1585339642
Alain Juan Pablo Belda,HOWMET AEROSPACE INC,28192,1510,2007,howmet aerospace,HowmetAerospace,howmetaerospace,1.15E+18,Howmet Aerospace,HowmetAerospace,"Built on a heritage of excellence, Howmet Aerospace is transforming the future of flying and driving through innovation.",,https://t.co/paaqGHmdGK,04-07-2019,14:07:49 UTC,81,98,313,72,59,FALSE,FALSE,https://pbs.twimg.com/profile_images/1157260050857115650/uN2ehN_x_normal.png,https://pbs.twimg.com/profile_banners/1146782669931470848/1564737066
Timothy L. Main,JABIL INC,28195,17770,2007,jabil,jabil,jabil,485747600,Jabil,Jabil,"Jabil: a global #manufacturing partner combining expertise in #engineering, #design & #supplychain for the world's biggest brands. #IoT #retail #3DPrinting",Global,https://t.co/gJlcrymRzj,07-02-2012,14:49:42 UTC,11630,2521,9142,5781,4663,FALSE,TRUE,https://pbs.twimg.com/profile_images/1309102649049059332/VaeU_TNF_normal.jpg,https://pbs.twimg.com/profile_banners/485747600/1600949369
Bob R. Simpson,XTO ENERGY INC,28256,9466,2007,xto energy,XTOEnergy,xtoenergy,,,,,,,,,,,,,,,,,
Robert L. Long,TRANSOCEAN LTD,28338,9601,2007,transocean ltd,TransoceanValue,transoceanvalue,1270429548,Transocean Value,TransoceanValue,Transocean’s Board of Directors is focused on driving long-term value through the execution of the company’s disciplined capital allocation strategy.,,http://t.co/aUopc921tl,15-03-2013,18:54:06 UTC,83,60,1020,0,0,FALSE,FALSE,https://pbs.twimg.com/profile_images/3565943032/7c820b7ad2292c72de146112af88b0d5_normal.png,https://pbs.twimg.com/profile_banners/1270429548/1366749131
"Thomas Joseph Wilson, II",ALLSTATE CORP,28349,10669,2007,allstate,allstate,allstate,14275290,Allstate,Allstate,The brand with the hands advocating for a life well protected in 280 characters or less.,,https://t.co/CkOWdeVE9D,01-04-2008,14:59:28 UTC,33162,4747,85718,4180,4117,FALSE,TRUE,https://pbs.twimg.com/profile_images/1307049411286007808/Bi-wGgbs_normal.jpg,https://pbs.twimg.com/profile_banners/14275290/1600884157
"Earl Ray Lewis, III",FLIR SYSTEMS INC,28477,16819,2007,flir systems,flir,flir,413212483,FLIR,flir,"The official Twitter of #FLIR Systems. See how our innovations are being used for your life, work, and mission. For support head to: https://t.co/4ajOp1gynC",,https://t.co/q2xCYNqoFf,15-11-2011,16:23:50 UTC,14379,1121,16492,6642,6258,FALSE,FALSE,https://pbs.twimg.com/profile_images/1295466678290022400/0FeGtO5u_normal.jpg,https://pbs.twimg.com/profile_banners/413212483/1597698300
Philip L. Francis,PETSMART INC,28648,26822,2007,petsmart,PETsMART,petsmart,16149262,PetSmart,PetSmart,Use #fortheloveofpets for a chance to be featured on our social accounts 💗,U.S. and Canada,https://t.co/m9grUwBMmg,05-09-2008,20:46:20 UTC,43689,6922,214662,20172,3718,FALSE,TRUE,https://pbs.twimg.com/profile_images/1328149830003093506/E6gIUBLF_normal.jpg,https://pbs.twimg.com/profile_banners/16149262/1609171134
David J. Neithercut,EQUITY RESIDENTIAL,28733,21144,2007,equity residential,equityres,equityres,351035923,Equity Residential,EquityRes,"With apartments across the country, Equity Residential is committed to creating communities that you are proud to call home.",,http://t.co/kXfciFgzYF,08-08-2011,17:58:55 UTC,1183,195,2010,265,86,FALSE,FALSE,https://pbs.twimg.com/profile_images/1105162474062520320/yvoxzgfs_normal.png,https://pbs.twimg.com/profile_banners/351035923/1552326229
Timothy M. Manganello,BORGWARNER INC,28742,19392,2007,borgwarner inc,borgwarner,borgwarner,2840393289,BorgWarner,BorgWarner,"Official Twitter of BorgWarner, a leader in clean and efficient technology for combustion, hybrid and electric vehicles. Legal Policies: https://t.co/zGGGqsJKZ4",,http://t.co/ilkQT6QGx3,21-10-2014,17:22:02 UTC,1973,703,4591,1384,1145,FALSE,FALSE,https://pbs.twimg.com/profile_images/525392430162403328/uJFtgwCx_normal.jpeg,https://pbs.twimg.com/profile_banners/2840393289/1528894884
Thomas P. Werner,LAMB WESTON HOLDINGS INC,28790,49931,2015,lamb weston holdings,LambWeston,lambweston,2209322293,Lamb Weston,LambWeston,"Lamb Weston is a leading supplier of frozen potato, sweet potato, appetizer and vegetable products to restaurants and retailers around the world.","Eagle, Idaho",https://t.co/yyZn0457aA,22-11-2013,17:45:07 UTC,1,320,2962,65,1,FALSE,FALSE,https://pbs.twimg.com/profile_images/1065312279367839744/vlMijKZQ_normal.jpg,https://pbs.twimg.com/profile_banners/2209322293/1542825966
Robert P. Stiller,KEURIG DR PEPPER INC,28877,34013,2007,keurig dr pepper,drpepper,drpepper,19720019,Dr Pepper,drpepper,We’ll donate $1 for every Dr Pepper you purchase from now until December 31st. Find out how ⬇️‼️,"Plano, TX",https://t.co/PQPSrKxNOG,29-01-2009,16:56:30 UTC,62420,33220,431144,17326,6754,FALSE,TRUE,https://pbs.twimg.com/profile_images/1238158124600696834/zg2o9sky_normal.jpg,https://pbs.twimg.com/profile_banners/19720019/1603480081
"John Willard Marriott, Jr.",MARRIOTT INTL INC,28930,588,2007,marriott intl,MarriottIntl,marriottintl,14140913,Marriott International,MarriottIntl,Welcome to Marriott International's newsroom on Twitter. Tweeting all things travel and hospitality from Marriott International headquarters.,Global,https://t.co/KDCet6Sn5l,13-03-2008,17:21:27 UTC,32050,467,427809,17052,3574,FALSE,TRUE,https://pbs.twimg.com/profile_images/779174597572825089/rqFEczhf_normal.jpg,https://pbs.twimg.com/profile_banners/14140913/1472650848
Sunny S. Sanyal,VAREX IMAGING CORP,29004,46716,2015,varex imaging,VarexImaging,vareximaging,7.46E+17,Varex Imaging,VarexImaging,"Our Mission: Through the talent of our people and vision of customers, we help improve and save lives throughout the world by making the invisible visible.","Salt Lake City, UT",https://t.co/yXoRqphbMP,22-06-2016,17:07:49 UTC,373,152,340,80,235,FALSE,FALSE,https://pbs.twimg.com/profile_images/812376988497256448/I9edgG5Z_normal.jpg,https://pbs.twimg.com/profile_banners/745664601149186048/1552496835
James D. Sinegal,COSTCO WHOLESALE CORP,29028,1486,2007,costco wholesale,costco,costco,,,,,,,,,,,,,,,,,
"Martin E. Stein, Jr.",REGENCY CENTERS CORP,29099,28670,2007,regency centers,RegencyCenters,regencycenters,105159738,Regency Centers,regencycenters,"The preeminent national owner, operator, and developer of shopping  centers located in affluent and densely populated trade areas.",United States,http://t.co/EQA3xC5TPt,15-01-2010,14:48:25 UTC,2703,100,4447,5563,486,FALSE,FALSE,https://pbs.twimg.com/profile_images/2626775940/kzkwvmze3dfhxrgqkzq2_normal.png,https://pbs.twimg.com/profile_banners/105159738/1518126566
Paul A. Friedman,INCYTE CORP,29127,23532,2007,incyte corp,incyte,incyte,3911174913,Incyte,Incyte,Incyte’s official Twitter. Ready to Solve On. See our Community Guidelines: https://t.co/79WbFPa69z,"Wilmington, DE",http://t.co/89UX4vxV2Z,09-10-2015,18:27:47 UTC,1483,145,5632,230,559,FALSE,FALSE,https://pbs.twimg.com/profile_images/1203326443910057984/tqnuzniF_normal.jpg,https://pbs.twimg.com/profile_banners/3911174913/1575730357
Glen T. Senk,URBAN OUTFITTERS INC,29150,34360,2007,urban outfitters,urbanoutfitters,urbanoutfitters,15515919,Urban Outfitters,UrbanOutfitters,The official UO Twitter.,Philadelphia,https://t.co/BCwYtJxjuZ,21-07-2008,15:08:12 UTC,42479,3115,958447,9121,12599,FALSE,TRUE,https://pbs.twimg.com/profile_images/770320292040376320/mMgRkcES_normal.jpg,https://pbs.twimg.com/profile_banners/15515919/1583345298
T. Alex Vetter,CARS.COM INC,29155,51658,2015,cars.com inc,CARS,cars,1477941,.CARS,cars,The future of automotive marketing is here with new auto-specific domain names. Start your search at https://t.co/SOJuWZEy9w,"Los Angeles, CA",https://t.co/hg71j7RjA2,19-03-2007,06:59:24 UTC,414,145,10154,740,156,FALSE,FALSE,https://pbs.twimg.com/profile_images/690669908313530368/0cV_QW9d_normal.jpg,https://pbs.twimg.com/profile_banners/1477941/1460415682
David A. Trice,NEWFIELD EXPLORATION CO,29173,16621,2007,newfield exploration,Newfield3,newfield3,,,,,,,,,,,,,,,,,
"Kevin J. Kennedy, Ph.D.",VIAVI SOLUTIONS INC,29241,25510,2007,viavi solutions,ViaviSolutions,viavisolutions,25205891,VIAVI Solutions,ViaviSolutions,"Viavi Solutions helps network operators address their network, application and service performance challenges and successfully deploy the networks of tomorrow.","San Jose, CA",http://t.co/P7VydgPlUw,19-03-2009,01:23:18 UTC,9992,4262,9190,2813,4254,FALSE,FALSE,https://pbs.twimg.com/profile_images/631968390660292608/mSquwX4x_normal.jpg,https://pbs.twimg.com/profile_banners/25205891/1566826211
